id,per_square_meter_price
1,14.804658930131996
3,15.068626543763726
4,15.276673128995183
5,15.536812799067564
6,15.492930439378187
8,15.155210210873204
9,15.40975451646415
10,14.914026352783985
13,15.519548380171493
15,15.469899375589323
16,14.75358004264169
17,16.09020235371849
20,15.052271689531429
23,14.684393826957278
27,14.679828449861814
29,14.45805515831702
30,14.937951000123029
33,15.407965378044764
34,14.894101302987773
36,14.774209490729005
37,15.16343823210479
44,14.920483435277193
45,15.339193779727575
47,14.881261936195111
48,15.359284479386485
49,14.58118330243531
51,15.217397688439581
52,15.117471750687503
54,14.661940271792501
57,15.205090237332586
60,14.867256300220332
61,16.212756907487574
67,15.193836559437162
73,15.815537761054916
75,14.948566488782923
76,14.726325622374155
77,15.176601084422037
81,15.216362959267347
85,15.692342215002856
86,15.951327405325316
87,14.859253098315541
88,15.008600715684686
90,14.963616791458762
93,14.981733179002159
99,15.32786469771166
103,14.63297908502987
107,14.925856340601362
108,14.713808604807896
110,15.587235681876683
113,15.412139287044115
114,15.385913595070052
121,14.931893202421604
124,15.575005588258781
126,15.3240569508298
128,15.150292662589258
129,15.010693094085386
130,15.403280599979094
131,15.04079540631821
135,15.210555977329951
137,14.939479446075305
139,14.772520462024342
141,15.348388372705053
142,15.091196983342327
143,14.983483220409378
146,15.766002249210988
147,15.05750731721232
153,15.034701886300386
155,14.881856352560106
156,14.995734355952665
157,15.175050927598027
163,15.891362837475873
164,15.606692261757416
167,14.696178553381307
172,14.88269525842578
173,16.156959664083704
175,15.120241898010496
180,14.253089471815526
182,14.335309421250264
185,15.111382975689907
187,15.148917108850002
190,15.92205665721209
191,14.418378416818308
194,14.720158878433741
195,15.485083268068394
196,14.766191566703673
200,15.721680983564596
202,15.459730746607958
205,16.622218093922953
208,15.216189054174311
209,14.69528941933697
211,14.619338050991882
212,14.859540325188423
216,14.862418327535329
217,14.845779056062373
218,14.72278045479709
219,15.645690776601551
220,15.991900088660644
221,15.801325005436139
222,14.880330233670712
227,14.726716340288469
229,15.15120044694254
234,14.70888414973215
235,14.921092661109572
238,15.565070052042216
239,14.963591484896593
242,14.737067664106725
245,14.830204993978054
247,15.382014822025765
250,15.188082990028251
252,15.713369965685546
253,15.180584820993818
254,14.894170425204832
258,15.087674837419655
261,15.313419575770821
263,15.0237123387362
264,15.901390950749368
269,15.746105439732215
270,14.572664771036507
271,15.065321488972378
273,15.286547328441381
275,17.17558758266535
276,14.75072628504883
277,15.316525212860581
282,14.884128054619154
285,15.254245675962089
287,14.755070907706486
288,15.264748113863451
290,15.131228860340212
293,15.214110534088999
295,15.614963614220612
298,14.869459642221052
299,15.16194663512088
302,14.939504785897514
303,15.300512758949369
304,15.751276750890627
306,14.073988681331478
310,15.012538392477119
312,15.705616121217531
314,14.96082720337031
316,15.007013619298766
318,15.03344188924373
321,14.817434332180076
322,15.532763786208687
329,15.24532174845853
336,15.049079353630601
338,16.32605094063482
339,15.627991918474674
341,15.342213876721859
343,14.94809694439451
344,14.965423341723508
350,14.197070028360553
353,15.550356413343417
354,15.74908523400657
356,16.83148470465367
358,15.692432691906376
360,15.926595678284423
361,15.225568019863111
363,14.456969917312584
364,14.723958354519702
365,15.24184347534593
366,15.242662048246393
373,15.718771369054002
374,15.177180222424344
376,15.01045327324777
377,15.067423550311036
378,15.560465561591492
380,15.374307736816492
382,15.464978333738637
389,14.831467920274308
393,15.266814867392538
400,14.577146950481994
403,15.12090046644236
404,14.826707626346554
413,15.011360637184767
416,15.037944491349577
421,15.440868763873354
423,15.36710961533943
427,14.85733412000032
431,17.131843030082027
433,15.20748666163287
434,14.938823356757181
436,14.406576623934605
438,14.665396435625595
440,14.78665828696164
441,14.859064571945954
442,15.344398687408821
443,15.21822227545565
444,15.391487991338922
445,16.944428631024454
448,15.825375708555228
451,15.245591955117169
452,15.30052070672041
455,14.935099133480165
456,14.737068717714786
458,14.928678001943936
459,15.594703761848214
461,13.520516548535394
462,15.272054110671847
464,15.334288413002014
465,14.860282807373935
467,14.697425717296957
469,15.485084923762136
470,14.407733102130251
471,16.814881399875432
473,14.901541782448533
476,15.36669724637627
477,14.925505295102765
478,14.847038568026084
480,16.251209163124972
481,15.048567631920825
483,15.135646470157345
485,14.98122386698351
490,14.770342725869353
491,14.985108109714686
492,15.671216284021265
498,14.686457207359844
500,15.374938098267034
501,15.481906457120122
507,16.042937377483554
509,14.992479993967756
512,16.079327940460015
513,15.740232869427349
516,14.898421409341289
517,14.761016553756406
518,15.342213876721859
520,16.136080534424785
524,14.532135606120912
528,15.117914322425547
529,14.70732792095582
531,15.196997557901094
533,14.593607135870993
534,15.252859443996543
537,14.779085616004686
538,16.172169137243518
540,15.176618112570198
541,14.086667947631993
542,15.209127737872777
549,14.74211091428691
550,14.880644409260205
552,16.400696596100364
553,14.829197778599811
555,14.690540752472122
559,15.463879207434013
561,14.747184854649166
563,15.156957973810293
564,14.82332032758021
566,14.458115551561898
568,15.1656074933903
570,14.648842347771472
572,15.249980095591818
573,15.985532654055092
574,15.188257401194395
577,14.791380224242618
579,14.981149995880386
580,15.645667687938555
583,14.63684671192761
585,15.322455761674352
590,14.854483829571091
593,15.526126543081162
594,15.336258536565987
595,14.93126599680268
597,15.85689747725964
598,14.869228158719679
604,14.951750441210399
606,15.82197286653723
607,15.296194732586642
610,15.189851753121108
611,15.374985187852122
612,15.203014698250938
613,14.758479726033679
614,14.971152411899075
617,14.965584281266423
618,15.282345964262971
623,15.332490167929345
625,15.639908926626942
627,14.777785717616402
628,15.83580458445753
629,15.37886440747377
631,15.20035014960893
635,14.61616038630147
636,15.253837746377267
637,15.467666389193962
639,15.142011844905854
646,15.748130484576759
647,15.065316331592065
648,15.07628964212225
654,15.383175928651307
656,15.361425893753003
658,14.888528520383627
659,15.071317284641864
663,15.258265992752987
665,14.970086030429094
667,14.55557744732741
668,15.650112727898478
671,15.32999790904324
675,14.84319104262622
677,15.060869899287837
678,14.849440036858104
680,15.217390486319317
682,14.7084002861386
684,15.36823971857648
686,14.79728108258098
688,15.403868743772676
693,15.712171070184226
696,15.052771269511862
699,14.620457978272123
700,14.804456768224105
704,15.064418543406232
708,15.279146769536089
710,14.853017514799104
714,16.242877503622502
716,16.331917817531142
723,15.917202454308109
725,14.89402016845598
728,15.197930752112686
729,15.035248762713787
732,15.386570355031708
735,15.83097886648261
738,15.284503993443934
742,15.142935957726149
743,15.66054565244181
745,15.89500142498531
749,15.452996066734968
750,14.756989286975376
753,14.683756036553813
758,15.360448947263206
759,14.907650373486437
760,14.46088092061717
762,14.980856701432986
766,14.705660141698484
767,14.345638980228822
771,15.21349732418359
775,14.758090308874593
780,15.844172972703436
781,15.108559414600435
784,14.793676516025497
785,15.271408819722577
786,15.81490136983373
792,15.359284479386485
798,15.173435984021586
799,15.128966212653651
800,15.188136996700344
803,15.75014901402545
805,15.218801187784148
807,15.238357790387392
808,14.327566155156468
813,15.100054757523596
818,15.267869120998855
819,14.074582904258346
820,14.530769711897237
821,15.190457501475866
822,15.802671709520867
824,15.04190809490024
827,15.099895817146134
828,15.099943079299377
832,16.07882988380041
835,15.385868882052259
836,14.674927037466626
842,15.075537203994855
844,15.227378652257732
847,15.965619579098432
848,16.319954273190383
849,14.906777545129275
851,14.822970474902558
852,15.557603491504103
853,15.191012139304412
854,14.985525432097353
855,15.407160586086016
856,15.085603657251436
857,15.021159761956735
860,15.0088537831204
864,14.98281503708224
865,15.357809569937748
867,15.20489036051653
870,15.735519228557957
873,15.655027356687365
876,16.14948444013409
877,14.8053362134882
878,15.085170031125509
879,15.807975053029095
884,15.149902035310602
886,15.149658202234104
888,15.132127446922501
892,15.065971664372249
895,14.824136464190715
898,14.464130814300152
902,14.944269128584365
904,15.023739826905338
906,15.162953627112088
910,14.904797356705954
911,14.880709400605244
913,15.26284332130373
916,14.713254184918307
924,15.66416146204491
925,15.015004663564213
927,15.082119315959854
929,15.678700331322688
931,15.054403721779487
932,14.781826263735287
935,15.274399680593087
936,15.017248223691109
939,15.079470034226272
941,15.432333919062184
943,14.41404158506402
945,14.86095661465681
946,16.31229052369621
947,14.917725516463754
952,15.39420150232232
957,14.800051482250359
959,15.062215765468151
960,14.995457255294108
967,15.195082308939002
972,15.614987464510177
973,14.948623558330382
974,15.088314019204493
976,15.56953826967882
978,15.203959674636277
979,15.253365945519544
980,15.072350526879928
982,14.266834317823324
985,15.358776652397355
987,15.56771632788897
989,15.30596074205745
991,14.368478630615716
992,15.48806689805719
993,15.166608698596056
995,14.72834734879567
996,15.108333589851625
997,15.556746470913112
998,16.061980802821722
1005,14.801130947710606
1007,15.101911864818542
1009,14.46088092061717
1010,15.135730326477345
1014,14.866832018902977
1015,15.405539694092873
1019,14.232420750033421
1020,15.301381397887234
1021,15.159016766761017
1024,14.769568077466644
1026,15.117309929226543
1028,15.157846346083911
1030,15.571647809362846
1031,14.23559874968806
1038,15.63467957581173
1039,14.958273575269523
1045,15.052218322333923
1047,15.236879574095047
1050,15.208388912814172
1051,14.988116194511198
1055,14.57172839428769
1057,14.677267182042439
1063,15.055231172017006
1067,16.96318263931541
1075,14.59747256133847
1080,15.453993916714007
1081,15.918705008692783
1083,14.421962668936663
1084,15.604279950031538
1085,15.864815405796467
1089,15.911472782725658
1090,15.190457501475866
1098,16.02643262142437
1100,15.511076853462034
1101,15.30822559429118
1103,15.489802737394212
1105,15.0635426949771
1109,15.109253168349852
1110,14.229357293332399
1113,14.934579129326126
1117,15.001765027974884
1121,15.151910787194861
1124,14.918835508566337
1126,16.517206242377547
1128,15.125457789324585
1129,14.806542637034907
1131,15.67748974241642
1133,14.999191839285698
1137,14.74477009811295
1141,16.102637053730323
1143,15.311171180799551
1144,15.05149102350569
1145,15.293790595308243
1146,13.929617549891592
1147,15.552167268709027
1148,15.532501049789008
1149,14.98692412128825
1150,14.054819219529817
1153,14.87969921513725
1154,14.77926599949049
1156,15.404544525871477
1157,14.61117608615601
1160,14.920694659261844
1165,14.441268246575046
1166,15.039546271282772
1167,15.23845544064297
1168,15.062928428022529
1170,14.478940058926208
1172,14.880533376027781
1173,14.728435153209665
1174,15.387956927349066
1177,15.269808798912043
1186,14.610912461407649
1190,16.01086098961054
1194,15.40298017752923
1195,15.138680215992089
1198,15.984718450519352
1200,15.062757824567562
1201,15.271631354489058
1203,14.917767207685284
1208,15.066955733638853
1210,14.843177364974458
1212,14.910590786515547
1217,14.861273462523371
1220,14.968202513996193
1222,14.679033139208768
1224,15.087598484763875
1229,15.810927644610665
1230,14.877967629724754
1231,15.130588865417856
1236,15.276192243289174
1238,15.245073277908633
1239,16.559255089947232
1240,15.310884939410553
1244,14.933492591196828
1246,15.308978216440915
1250,15.322832817925372
1251,15.293348246831247
1252,15.266804313498989
1253,15.393406932743034
1255,15.529595688297833
1256,14.896196743285767
1257,13.923022460631271
1260,15.079777263310636
1262,15.232726341316186
1263,14.93086841930471
1269,14.814324966763476
1270,15.316053040722993
1277,14.660017905738115
1279,15.140933706450936
1282,15.214591530984041
1283,16.111747687766478
1284,15.122155704456373
1285,14.930641072544617
1286,15.585043304653741
1289,15.000166301305773
1290,14.762609995694996
1294,15.799785666857474
1299,15.414956095095501
1300,14.849806778115195
1301,15.008379390409374
1302,15.529749976822877
1303,15.904689701263312
1304,14.829066058650682
1306,15.18207123432954
1308,16.20352306235881
1312,14.506985990436844
1314,14.781523720334278
1317,14.949977251459371
1325,15.040002967076255
1326,15.401140322135907
1328,15.998815565945721
1330,14.790806734637409
1333,15.890381566265274
1339,14.885726196581498
1340,14.571728113695022
1342,15.04049524301791
1347,14.809611707166784
1351,15.578355493706862
1352,15.628622377462488
1354,15.023159648079583
1357,15.86603597608937
1358,15.422879673369376
1359,14.616809516812674
1360,15.035422841791709
1364,14.12467407956567
1365,14.733410895955192
1368,15.118950445310867
1369,15.418981466070443
1376,15.180256984620817
1378,15.3315960486208
1380,16.598073613789705
1381,14.740998190272997
1384,15.240590695804634
1387,14.767643594479122
1388,15.064641574042096
1389,15.22228870341706
1390,15.36768670275936
1397,15.028280342039535
1398,15.026847496292728
1400,15.293666827777288
1401,15.39421785673499
1405,15.355168410530844
1407,14.721719022673046
1409,15.319881136458593
1411,15.319667694140037
1414,15.27313389414384
1422,15.063049869949808
1425,15.016090933003326
1427,14.849345511734828
1428,15.69384246298745
1435,14.964632213557193
1437,15.152889380792857
1442,15.806515671610237
1443,14.931538949249074
1446,14.38077003744389
1448,15.145963129482265
1450,14.928219239401429
1457,15.40298017752923
1462,15.389699026167431
1463,15.271529830656798
1465,14.913575963108126
1466,15.3832395391557
1470,15.457825832157672
1471,15.148581187727524
1472,15.569742417711067
1475,14.846116827845567
1477,15.22904382371675
1478,15.441282642855414
1481,15.243244271656726
1482,14.665254755054628
1485,15.508412159455624
1487,15.615284706728199
1488,14.214099693480689
1492,14.955378234732702
1493,15.708463441538028
1495,15.68486951007293
1496,15.022204059218563
1498,14.854070506854436
1499,14.020737123346654
1510,14.818166022380645
1511,15.661043039926017
1512,14.97123310397679
1513,16.91695360090534
1516,15.974307431051614
1520,15.629019027740428
1521,15.639908926626946
1522,15.27208194218093
1523,15.23216801186379
1525,15.660875308862932
1526,15.444551301100686
1528,15.233459575832182
1533,15.805317671278821
1536,14.894564674788594
1537,15.19770948976164
1538,14.31895682588683
1544,15.406794739322248
1545,14.60759561417006
1546,15.18349083547658
1548,14.809935016284758
1553,15.215254022060504
1557,14.973440367642182
1558,15.004280466030579
1562,15.19020709070704
1564,14.726383787660566
1566,15.124112550290791
1568,15.145738628355561
1569,15.172561210139799
1570,15.18754055050921
1571,15.64881892020095
1573,16.506608999300227
1577,15.021095551003707
1578,15.36688995474334
1580,14.711094368780207
1581,13.99919400616871
1584,15.064052496293279
1588,15.947008063507386
1592,14.3284654147631
1594,14.897318901121222
1597,15.295048219783773
