id,rating_org
0,4.373932951960753
1,4.373932951960753
2,4.373932951960753
3,4.373932951960753
4,4.29546766415383
5,4.373932951960753
6,4.373932951960753
7,4.373932951960753
8,4.373932951960753
9,4.373932951960753
10,4.373932951960753
11,4.373932951960753
12,4.29546766415383
13,4.22588446775597
14,4.373932951960753
15,4.373932951960753
16,4.373932951960753
17,4.373932951960753
18,4.373932951960753
19,4.373932951960753
20,4.373932951960753
21,4.22588446775597
22,4.065547899649771
23,4.134363351368949
24,4.065547899649771
25,4.29546766415383
26,4.29546766415383
27,4.373932951960753
28,4.373932951960753
29,4.373932951960753
30,4.373932951960753
31,4.22588446775597
32,4.22588446775597
33,4.065547899649771
34,4.373932951960753
35,4.373932951960753
36,4.065547899649771
37,4.373932951960753
38,4.373932951960753
39,4.373932951960753
40,4.065547899649771
41,4.373932951960753
42,4.373932951960753
43,4.373932951960753
44,4.373932951960753
45,4.29546766415383
46,4.065547899649771
47,4.373932951960753
48,4.373932951960753
49,4.373932951960753
50,4.22588446775597
51,4.373932951960753
52,4.134363351368949
53,4.373932951960753
54,4.373932951960753
55,4.373932951960753
56,4.22588446775597
57,4.373932951960753
58,4.373932951960753
59,4.373932951960753
60,4.373932951960753
61,4.373932951960753
62,4.29546766415383
63,4.065547899649771
64,4.065547899649771
65,4.373932951960753
66,4.373932951960753
67,4.373932951960753
68,4.373932951960753
69,4.373932951960753
70,4.373932951960753
71,4.065547899649771
72,4.373932951960753
73,4.29546766415383
74,4.065547899649771
75,4.373932951960753
76,4.373932951960753
77,4.373932951960753
78,4.22588446775597
79,4.373932951960753
80,4.29546766415383
81,4.22588446775597
82,4.373932951960753
83,4.29546766415383
84,4.373932951960753
85,4.373932951960753
86,4.373932951960753
87,4.29546766415383
88,4.29546766415383
89,4.22588446775597
90,4.29546766415383
91,4.373932951960753
92,4.373932951960753
93,4.373932951960753
94,4.373932951960753
95,4.373932951960753
96,4.373932951960753
97,4.373932951960753
98,4.373932951960753
99,4.22588446775597
100,4.373932951960753
101,4.22588446775597
102,4.373932951960753
103,4.065547899649771
104,4.22588446775597
105,4.373932951960753
106,4.29546766415383
107,4.373932951960753
108,4.373932951960753
109,4.29546766415383
110,4.373932951960753
111,4.373932951960753
112,4.373932951960753
113,4.29546766415383
114,4.373932951960753
115,4.373932951960753
116,4.134363351368949
117,4.29546766415383
118,4.065547899649771
119,4.373932951960753
120,4.373932951960753
121,4.373932951960753
122,4.373932951960753
123,4.29546766415383
124,4.373932951960753
125,4.373932951960753
126,4.373932951960753
127,4.373932951960753
128,4.373932951960753
129,4.373932951960753
130,4.29546766415383
131,4.134363351368949
132,4.373932951960753
133,4.065547899649771
134,4.373932951960753
135,4.373932951960753
136,4.373932951960753
137,4.373932951960753
138,4.373932951960753
139,4.373932951960753
140,4.373932951960753
141,4.373932951960753
142,4.373932951960753
143,4.373932951960753
144,4.373932951960753
145,4.373932951960753
146,4.373932951960753
147,4.373932951960753
148,4.373932951960753
149,4.373932951960753
150,4.373932951960753
151,4.373932951960753
152,4.373932951960753
153,4.373932951960753
154,4.373932951960753
155,4.373932951960753
156,4.373932951960753
157,4.22588446775597
158,4.29546766415383
159,4.373932951960753
160,4.373932951960753
161,4.29546766415383
162,4.065547899649771
163,4.373932951960753
164,4.373932951960753
165,4.373932951960753
166,4.065547899649771
167,4.373932951960753
168,4.373932951960753
169,4.29546766415383
170,4.373932951960753
171,4.373932951960753
172,4.373932951960753
173,4.373932951960753
174,4.373932951960753
175,4.373932951960753
176,4.373932951960753
177,4.373932951960753
178,4.373932951960753
179,4.373932951960753
180,4.065547899649771
181,4.373932951960753
182,4.373932951960753
183,4.373932951960753
184,4.373932951960753
185,4.373932951960753
186,4.29546766415383
187,4.065547899649771
188,4.22588446775597
189,4.373932951960753
190,4.134363351368949
191,4.373932951960753
192,4.29546766415383
193,4.373932951960753
194,4.22588446775597
195,4.29546766415383
196,4.373932951960753
197,4.373932951960753
198,4.373932951960753
199,4.065547899649771
200,4.373932951960753
201,4.373932951960753
202,4.134363351368949
203,4.373932951960753
204,4.373932951960753
205,4.22588446775597
206,4.373932951960753
207,4.373932951960753
208,4.373932951960753
209,4.22588446775597
210,4.373932951960753
211,4.22588446775597
212,4.134363351368949
213,4.29546766415383
214,4.373932951960753
215,4.373932951960753
216,4.373932951960753
217,4.373932951960753
218,4.22588446775597
219,4.373932951960753
220,4.22588446775597
221,4.22588446775597
222,4.373932951960753
223,4.373932951960753
224,4.373932951960753
225,4.29546766415383
226,4.065547899649771
227,4.373932951960753
228,4.373932951960753
229,4.373932951960753
230,4.29546766415383
231,4.373932951960753
232,4.373932951960753
233,4.373932951960753
234,4.22588446775597
235,4.134363351368949
236,4.29546766415383
237,4.29546766415383
238,4.373932951960753
239,4.373932951960753
240,4.373932951960753
241,4.29546766415383
242,4.29546766415383
243,4.373932951960753
244,4.134363351368949
245,4.373932951960753
246,4.373932951960753
247,4.373932951960753
248,4.373932951960753
249,4.373932951960753
250,4.22588446775597
251,4.373932951960753
252,4.29546766415383
253,4.373932951960753
254,4.29546766415383
255,4.22588446775597
256,4.373932951960753
257,4.22588446775597
258,4.373932951960753
259,4.29546766415383
260,4.29546766415383
261,4.373932951960753
262,4.22588446775597
263,4.065547899649771
264,4.373932951960753
265,4.29546766415383
266,4.373932951960753
267,4.373932951960753
268,4.29546766415383
269,4.373932951960753
270,4.373932951960753
271,4.373932951960753
272,4.373932951960753
273,4.065547899649771
274,4.373932951960753
275,4.373932951960753
276,4.065547899649771
277,4.373932951960753
278,4.373932951960753
279,4.373932951960753
280,4.373932951960753
281,4.373932951960753
282,4.373932951960753
283,4.373932951960753
284,4.373932951960753
285,4.22588446775597
286,4.373932951960753
287,4.134363351368949
288,4.373932951960753
289,4.373932951960753
290,4.373932951960753
291,4.22588446775597
292,4.373932951960753
293,4.373932951960753
294,4.373932951960753
295,4.373932951960753
296,4.22588446775597
297,4.373932951960753
298,4.22588446775597
299,4.373932951960753
300,4.29546766415383
301,4.373932951960753
